ID	RT	Mass	R7S1	R7S2	R7S3	R7S4	R7S5	R7S6	R7S7	R7S8	R7S9	R7S10	R7S11	R7S12	R7S13	R7S14	R7S15	R8S1	R8S2	R8S3	R8S4	R8S5	R8S6	R8S7	R8S8	R8S9	R8S10	R8S11	R8S12	R8S13	R8S14	R8S15	R9S1	R9S2	R9S3	R9S4	R9S5	R9S6	R9S7	R9S8	R9S9	R9S10	R9S11	R9S12	R9S13	R9S14	R9S15
11174	3,7602	673,3044	0	0	0,4582	0	0	0	0	0	0	0	0	0	0	0	0	0,13855	0	0,4824	0	0,4288	0	0	0	0	0	0,1353	0	0	0,2157	0	0	0	0,3059	0,148	0	0	0	0	0	0	0	0	0	0	0
11175	5,3482	673,3402	0,3709	0,62945	0,7512	0	0	1,2676	0,1019	0,4865	0,31615	0,3025	0	0,13545	0	0,5578	0,0875	0,46545	0	0,5938	0,45045	0,39605	0,4459	0	0	0,2108	0,1955	0,2301	0	0,41555	0,6309	0	0,15475	0	0	0	0	1,273	0,14635	0	0	0	0	0,3607	0,15135	0	0
11176	5,4322	673,3415	0	0	0,5928	0	0	0	0	0	0	0	0	0	0	0	0	0,52785	0	0,558	0	0,61625	0,609	0,33955	0	0	0	0	0	0	0,71485	0	0	0	0	0,0456	0	0	0	0	0	0	0	0	0	0,1444	0
11177	4,6314	673,3764	0	0	0	0	0,1186	0,26685	0	0	0,1966	0	0	0	0	0,2356	0	0	0	0	0,69405	0	0	0	0,61425	0	0,12175	0	0	0	0	0	0	0	0	0	0	0	0,07655	0	0	0	0	0	0	0	0,3391
11178	4,5979	673,3933	1,53485	4,09035	3,92035	0,34885	1,0895	3,06275	2,6468	2,77535	2,7085	1,24165	0	1,2681	1,8113	1,99635	1,3322	2,0532	0	4,125	2,2682	2,17925	4,1905	2,32155	2,1392	1,22205	0,51465	1,8902	0	2,0012	2,7648	1,188	0,9485	0	3,79415	1,9994	0,36475	3,82865	1,89505	1,3111	2,00865	2,2777	1,7035	2,92955	1,20375	1,25285	2,45205
11179	3,8203	673,9769	0	0	0,635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,751	0	0,2694	0	0	0	0	0	0,61535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11180	3,6452	673,9785	0	0,78635	0	0,93385	0,8827	0,716	0,38765	0	0,10665	0	0	0	0,3713	0	0,62575	0	0	0,55355	0,2547	0,41185	0	0	0,47195	0	1,1928	0,5179	0	0	0	0	0,52365	0	0	0,7395	0,72285	0,5935	0	0,69955	1,0852	0,31965	0,61115	0	0	0,7642	0,50795
11181	3,6516	673,9928	1,2537	1,95575	1,0859	2,2321	2,0467	2,0211	1,936	2,1834	1,10925	0,7466	0	2,3014	0	1,24435	0,74835	0,71165	0	0,99755	0,8252	0,89175	0	0,54515	1,4008	0	1,8859	0,9655	0	0,81155	0,9237	2,8325	2,46435	0	1,0781	1,16135	1,21275	2,1854	2,33425	2,6839	2,13835	1,69305	2,1476	0,74005	1,4084	1,16575	0,78905
11182	3,7992	673,9944	1,32265	0	0,7637	0	0	0	0	0	1,02965	1,15285	0	0	1,3106	1,37905	1,2469	1,32345	1,7938	1,0172	1,12885	1,034	2,2138	1,54065	0	0,56735	0	1,60285	0	1,25615	1,20305	0	0	0	0,9201	1,03745	1,0945	0	0	0	0	0	0	0,8937	0,8366	1,45275	1,24265
11183	1,2717	674,0794	0,20875	0,53865	0,1892	0,54065	0,1012	0,17655	0,3143	0,4034	0,48665	0,1607	0	0,0945	0,7078	0,50675	0,11405	0	0	0,10965	0,66755	0,57555	0,34375	0,4726	0,27125	0,17885	0,17725	0,6222	0	0,2108	0,33885	0,09575	0,2558	0	0,4882	0,52275	0,11845	0,17005	0,3257	0,14005	0,58555	0,1842	0,3541	0,47935	0,2009	0,23695	0,25125
11184	1,2625	674,0928	0,59745	0,7963	0,28445	0,3427	0,71185	0	0,54295	0,7676	0,29935	0,38325	0	0,7783	0,8499	0,90735	0,28145	0,77035	0,1154	0,59765	0,259	0,87275	0,8864	0,3765	0,7627	0,27065	0,749	0,6162	0	0,98265	0,6422	0,21765	0,7164	0	0,54815	0,72975	0,38695	0,95455	0,9466	0,52895	1,1625	0,92935	0,23825	0,50905	0,57095	0,4856	0,86935
11185	3,711	674,1534	0,41265	1,1997	0	0,9639	0,65105	1,0293	1,1245	1,17405	0,7106	0	0	0,9687	0,18535	0,896	0,436	0,27175	0	0,44485	0	0,354	0	0,56005	1,00015	0	0,605	0,1373	0	1,0357	0	1,0623	0,9633	0	0,2746	0	0	0,52335	0,99425	0,3572	0,94805	1,26895	0,6383	0,5461	0,64565	0,4109	0,57385
11186	3,8511	674,1536	0	0	0,50335	0	0	0	0	0	0	0,73085	0	0	0	0	0,74685	0,63455	1,3513	0,69165	0,7056	0	0,7818	0,6141	0	0	0	0	0	0,53005	0,49255	0	0	0	0	0,57225	0,7022	0	0	0	0	0	0	0,54965	0	0,69145	0
11187	5,4704	674,2574	0	0	0	0	0	0,2589	0	0	0	0,1473	0,1351	0	0,3717	0	0,1899	0,2591	1,2706	0,31655	0	0,2342	0,29295	0	0	0	0	0,45235	0,09205	0,15095	0	0	0	0	0,38115	0,3106	0	0,0477	0	0	0	0	0	0	0	0,35245	0
11188	6,1804	674,2585	1,7279	1,6994	1,00795	0,7368	0,7786	1,9544	0,95895	1,6608	1,6456	0,834	0	1,53255	0,47475	0,92375	0,544	1,8772	0	1,8898	0,8399	0,9555	1,06285	1,4232	1,42325	0,2707	0	1,7109	0	1,52315	0,6396	0	1,70625	0	0	1,6206	0,87255	1,8241	0,64005	1,73085	1,59595	0,6424	0,7292	0,6932	1,2948	1,54855	1,63145
11189	6,3539	674,2589	0	0	0	0,5976	0	0,49495	0,42735	0	0	0	0	0	0,4616	0	0	0,3939	0	0	0	0,8036	0	0,608	0	0	0	0,57605	0	0	0	0	0	0	0	0,4675	0	0	0	0	0	0,4879	0	0	0,54875	0,3965	0,3903
11190	5,8348	674,3365	0	0,5552	0	0,047	0,33695	0,1539	0	0,32855	0,6124	0	0	0	0	0	0,08465	0,1929	0	0	0,36695	0	0,5651	0	0,2512	0,5336	0	0	0	0	0	0,08575	0,1976	0	0	0,2565	0	0,1506	0	0	0	0,1351	0,09665	0	0	0	0,26155
11191	5,8343	674,3502	0,09725	1,37145	0,103	0	0,0655	0,91485	0,32085	1,1065	1,36005	0	0	0	0,1289	0	0	0,87825	0	0	0	0,29575	1,63545	0	0,7401	0,6723	0,06435	0	0	0,26035	0,62835	0,15665	0,22565	0	0	0,2242	0	1,44555	0	0,1127	1,23105	0	0,1449	1,88105	0	0,1678	0,28665
11192	5,9312	674,354	0,2369	0	0	0	0,15555	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1306	0	1,1327	0,16525	0,3447	0	0	0	0	0	0	0	0	0	0,2523	0	0	0	0,1316	0	0	0,05825	0,0416	0	0	0,10925	0
11193	5,9749	674,3744	0	0	1,3139	0	0	0,529	0	0	0,48425	0	0	0	0	0	0,09155	1,6638	0	0,55845	1,0165	2,16365	1,18455	0	0	0	0	0,48155	0	0	0,5062	0	0	0	0,50875	0	0	0	0	0	0	0	0	0,575	0	0	0
11194	4,5796	674,3776	0	0	0,3532	0,1286	0	0	0	0	0,3271	0	0	0	0	0,12345	0	0	0	0	0	0	0	0,21955	0,1205	0,2302	0,0537	0	0	0	0,11305	0,16455	0,12965	0	0,3708	0	0	0,51035	0,2761	0,1502	0	0,2808	0,23605	0,18415	0,1012	0,1359	0,1609
11195	4,6791	674,3793	0	0	0,2787	0	0	0	0	0	0	0	0	0	0,26115	0	0	0	0	0	0	0,48335	0,09125	0	0	0	0	0,34555	0	0	0	0	0	0	0,2568	0,44435	0,06975	0	0	0	0	0	0	0	0	0,0713	0
11196	4,6534	674,3903	0	0	0,8562	0	0	0	0	0	0,4731	0	0	0	0,2728	0,52445	0	0,4119	0	0,9536	0	0,14275	0,64235	0	0	0	0	0	0	0	0	0	0	0	0	0,4507	0	0,6747	0	0	0	0,4588	0	0	0	0	0
11197	4,5675	674,3932	0,0913	1,4484	0,50345	0	0,1181	0,07325	0,25885	0,2331	0,10625	0	0	0,22995	0,1451	0,1948	0,1127	0,23305	0	0,717	0,2094	0,18125	0	0,2864	0,2577	0,3074	0,1986	0,19165	0	0,23865	0,1412	0,1071	0	0	0,30585	0	0,094	1,15525	0,62855	0	0,22725	0,5942	0	0,2013	0	0	0,22395
11198	3,8237	674,9965	0	0	0,55665	0	0	0	0	0	0	0,35695	0	0	0	0	0,6313	0,41855	0,692	0,21575	0	0,3033	0	0,55535	0	0	0	0,48375	0	0	0	0	0	0	0,409	0	0,51005	0	0	0	0	0	0	0	0	0	0
11199	3,6655	674,9967	0	0,3779	0	0,2811	0,4732	0	0,69725	0,74545	0	0,1227	0	0,64335	0,10775	0,3938	0,1475	0,25285	0	0	0	0,19645	0	0	0,25985	0	0,56745	0	0	0	0,0579	0,69405	0,4814	0	0	0	0	0,1939	0,82005	0,36915	0,32005	0,45765	1,2479	0	0,58625	0	0
11200	3,6619	675,0879	0	0	0	0	0	0	0	0	0,7075	0	0	0	0	0,0849	0,0382	0	0	0	0	0	0	0	0	0	0	0	0	0,05225	0	0	0	0	0,06615	0,46055	0	0,08325	0	0	0,07045	0	0	0,302	0	0	0
11201	1,0688	675,1769	1,1711	0,5453	0,542	1,13635	0,58305	0,19905	1,3625	0,86615	0,66345	1,09265	0,7926	1,43935	0,7987	0,83795	1,11535	0,8128	0	0,1826	1,1121	0,365	0,8884	0,55685	0,96335	0,5455	0,3058	0,9015	0,77325	0,9027	0,71475	0,4451	0,4657	0,6205	0,3541	0,80465	0,4115	1,05475	0,38225	0,8646	0,99585	0,4909	0,8242	1,17585	0,66805	1,233	0,4159
11202	6,2287	675,2666	0	0	0	0	0	0	0	0	0	0,553	0	0	0	0	0	0	0,4715	0	0	0	0	0,3284	0	0	0	0,3269	0	0	0,43075	0	0	0	0,46025	0,2287	0	0	0	0	0	0	0	0	0	0,13705	0
11203	8,3356	675,3742	0,60235	4,03975	2,84595	0,3334	0,57605	3,7177	1,7671	3,7612	3,7637	0,71395	0	1,1077	3,169	2,0661	0,60655	3,4576	0	2,66215	3,90755	3,50125	3,5763	1,8939	3,35825	2,9581	1,46925	2,6395	0	1,39355	3,06665	0,43175	1,11935	0	1,95275	1,0068	0	3,96695	1,6199	1,63695	2,6489	2,34895	1,01555	2,8221	0,4144	0,2576	2,925
11204	3,817	676,0006	0	0	7,3766	0	0	0	0	0	0	7,74405	0	0	8,34385	0	8,2823	7,32635	14,6106	7,6228	6,74895	6,2099	12,79405	8,5106	0	0	0	8,21455	0	6,58235	7,438	0	0	0	7,0814	7,8878	8,3768	0	0	0	0	0	0	6,65225	5,426	8,0771	3,98225
11205	3,6719	676,0015	13,30845	12,28115	5,0441	12,5023	11,61765	11,5728	12,60035	11,84645	5,22435	3,79905	0	13,4355	4,24015	12,7712	4,8121	4,49055	0	4,63555	4,33285	4,2434	5,20295	4,8451	12,33375	7,7534	13,0292	5,2779	0	12,9004	5,2339	12,45395	12,50085	0	5,50605	5,72945	5,9966	12,49015	13,40645	12,66925	12,8994	11,93935	12,54785	10,9146	12,43325	4,50185	10,3499
11206	4,1982	676,0552	0	0	0,37175	0	0	0	0	0	0	0,2019	0	0	0	0	0,55315	0,29345	1,7795	0	0,44985	0	0,4348	0,63385	0	0	0	0,57265	0	0	0,3803	0	0	0	0,3238	0,4814	0,2721	0	0	0	0	0	0	0	0	0,43345	0
11207	4,0911	676,0644	0	0,71725	0	0,30545	0,1482	0,3759	0,20565	0,3907	0	0	0	0,7402	0	0,23295	0	0,10095	0	0	0	0	0	0	0	0,285	0,1068	0	0	0	0	0,5548	0,275	0	0	0	0	0,1343	0,2717	0,5049	0,394	0,11265	0,1675	0,04745	0,41115	0	0
11208	5,0508	676,3141	0	0	0	0	0	0	0	0	0	0	0	0	0,92695	0	0,138	0,55765	0	0	0,1733	0,4487	0,16595	0,18425	0	0	0	0,45925	0	0	0	0	0	0	0,4633	0	0,1024	0	0	0	0,74045	0	0	0	0	0,1481	0
11209	4,9877	676,3289	1,23195	1,67245	2,1088	0,21045	0,3039	1,5665	0,9218	1,2853	1,36695	1,45675	0	0,29045	1,16595	0,4794	0	2,1666	0	2,7695	1,6598	1,39625	1,38245	1,21905	0,5533	0,9008	0,52455	0	0	1,127	1,34485	0,09225	0,4982	0	0,86195	0	0	1,99335	0,64835	0,34	1,35725	1,03815	0,2398	2,09865	0,71355	0	0,5069
11210	5,9857	676,3329	0,6745	5,8308	11,4037	0	0,12875	2,71585	1,3991	5,1563	4,8798	2,4793	0	0,16145	0	3,53375	0	8,9199	0	10,5149	4,70495	3,5399	7,3087	3,48885	2,04915	5,3744	2,0212	0,91895	0	0,92795	9,0886	0	0,0857	0	4,98995	0	0	6,1174	1,4812	0	1,59655	1,80395	0,07755	6,07015	0	0	4,86325
11211	5,0555	676,3411	0	0	0,44425	0	0	0	0	0	0	0,72525	0	0	0	0	0	0	0	0	0	0	0,43145	0,6091	0	0	0	0	0	0	0,83835	0	0	0	0,31625	0,2159	0	0	0	0	0	0	0	0	0	0	0
11212	4,9778	676,3423	0,23705	0,48225	0,2463	0,16305	0	0	0,8435	0	0,5191	0	0	0	0,25635	0,1869	0	0,25765	0	0	0	0	0,27075	0	0,67115	0,4819	0	0	0	0,5514	0	0,1145	0,29835	0	0,46005	0	0	1,1135	0,4141	0,06015	0,1738	0,412	0	0	0	0,059	0
11213	8,4102	676,3724	0	0	0,36655	0	0	0	0	0	0	0	0	0	0	0	0	0,48225	0	0,5014	0	0,7877	0,89665	0	0	0	0	0	0	0	0,57965	0	0	0	0	0,40695	0,1127	0	0	0	0	0	0	0	0	0	0
11214	8,336	676,3774	0,24565	1,43995	0,4685	0,1646	0,1986	1,57395	0,26425	1,1961	0,7028	0,2737	0	0,2308	0	0,9975	0	0	0	1,0013	1,07865	0,7877	1,4764	0,2093	1,2115	0	0,27905	0,4432	0	0,54575	0,8864	0,0644	0,2909	0	0,2178	0,39375	0	1,2834	0,59165	0,55065	1,0437	0,48765	0,20775	0,28565	0,2446	0	0,78815
11215	6,839	676,7595	2,79125	2,64475	1,38815	2,3802	2,52525	2,30045	3,31455	1,9882	2,65905	0,71385	0	2,5871	0,9662	2,8166	0,9338	0,9499	0	1,40505	2,13855	1,95215	2,2228	1,17	2,6408	1,3182	2,85975	0,9915	0	1,9507	1,1254	2,1057	3,4656	0	1,66705	1,1091	1,44325	2,58705	3,55375	2,1928	2,42225	2,7107	2,80295	1,9945	1,72165	0,8314	2,2691
11216	6,9131	676,7606	0	0	1,57285	0	0	0	0	0	0	1,63705	0	0	1,28185	0	1,60805	1,60305	0,8225	1,6021	0	1,4121	1,29475	1,7498	0	0	0	1,5769	0	0	1,32575	0	0	0	1,82535	1,57775	1,5993	0	0	0	0	0	0	0	0	1,3491	0
11217	3,6669	677,0054	2,7804	6,3365	2,69155	6,44605	6,12405	5,9374	6,31895	6,0215	2,83495	2,31905	0	6,67575	2,25515	2,39885	2,46945	2,3952	0	1,7701	1,9331	2,0654	1,95485	2,4244	6,5491	1,89945	6,5373	2,4042	0	2,8467	2,72515	5,9021	6,7516	0	2,7141	2,4827	2,99505	5,98025	6,9627	6,4262	6,51635	5,9817	6,26355	2,19175	3,7407	2,9177	2,33365
11218	3,8065	677,0068	3,6927	0	4,4616	0	0	0	0	3,20805	3,3827	3,9451	0	0	3,58575	3,9475	3,8786	4,196	9,0342	3,867	2,8544	3,73895	7,3874	4,30165	0	2,2712	0	4,30395	0	3,3997	4,17705	0	0	0	4,2114	4,6786	4,99255	0	3,37615	0	0	0	0	3,67465	2,78775	3,9501	3,50405
11219	1,168	677,1564	0	0,69135	0	0,35755	0	0,98895	0,19685	0	0	0,0913	0,08215	0	0,5574	0,17755	0,4398	0,78765	0,3834	0	0,46085	0,5766	0,71365	0,32665	0	0	0	0,24345	0	0,25675	0	0,29935	0	0	0,44785	0,75865	0,2319	1,60615	0	0,1292	0,82675	0,0716	0,70315	0,2958	0	0	0
11220	1,1806	677,1773	1,02155	0,54125	1,17585	1,17295	1,1723	0,86605	0,50825	0,99415	0,53065	0,79495	0	0,93995	1,64555	1,18065	1,04745	0,77945	2,1882	1,5647	1,42775	1,47815	1,75235	1,3375	1,3051	0,44225	0,8356	1,4164	0	0,8034	0,80165	1,0692	0,40755	0	0,65375	1,22	1,29045	0,5231	0,8492	0,5567	0,7495	1,1219	0,52755	0,6153	0,98345	0,9592	0,62165
11221	6,9121	677,2605	0	0	1,2481	0	0	0	0	0	0	0,9641	0	0	1,07895	0	0,75	1,1706	0,8778	1,03585	0	0,8665	1,04285	1,4723	0	0	0	0,9446	0	0	0,83275	0	0	0	1,3198	1,1258	0,84285	0	0	0	0	0	0	0	0	0,8096	0
11222	6,8404	677,2607	1,9282	1,5888	1,0515	1,8447	1,9118	1,8194	1,9649	1,44465	1,95115	0,61155	0	1,78005	0,5177	1,3261	1,19255	0,8943	0	0,94785	1,3227	0,8665	1,98595	1,6467	1,6936	0	1,7537	0,7107	0	1,66925	0,88405	1,45575	2,27615	0	1,27845	0,7647	0,5156	1,9235	2,58775	1,5051	1,6991	2,00695	1,9349	1,48185	1,7413	1,3603	1,71925
11223	5,0544	677,3306	0	0	0,33645	0	0	0	0	0	0,04595	0,22935	0	0	0,1052	0	0	0,30325	0	0,5048	0	0,18435	0,1655	0,2327	0	0	0	0	0,0661	0	0,4289	0	0	0	0,16395	0,07605	0	0	0	0	0	0	0	0	0	0	0
11224	4,9685	677,3333	0,0745	0,5427	0,5428	0,08625	0,21415	0	0	0	0	0,11805	0	0	0,24365	0	0	0,19125	0	0,18095	0,39465	0,3071	0,28975	0,33975	0,10035	0,11895	0,09095	0,1905	0	0,3411	0	0,0592	0,04645	0	0	0,0585	0	0	0,19465	0,10825	0,3642	0,04365	0,09865	0,71665	0	0	0,11045
11225	5,985	677,3354	0	2,14875	3,8773	0	0	1,14875	0	1,84105	1,4026	0,60725	0	0	0	1,1371	0	2,6485	0	4,15875	1,27975	1,87955	2,36695	1,25575	0,49505	1,68005	0,36395	0	0	0,0687	3,49485	0	0,07825	0	1,7853	0	0	2,2427	0,3551	0,099	0,21255	0,33825	0	2,06725	0	0	1,63815
11226	7,9834	677,3477	0	0	0	0	0	0	0	0	0	0	2,0378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,67195	0	0	0	0	0	0	0,06565	0,06285	0	0	0	0	0	0	0	0	0	0
11228	6,8469	677,7606	0,5542	0,32645	0	0,2521	0,70825	0,58255	1,1056	0,33275	0,9249	0,1839	0	1,05415	0	0,35055	0	0,1931	0	0,42985	0,51715	0,2177	0,5918	0	1,04665	0,0838	0,48545	0	0	0,54355	0,50455	0,6604	0,61875	0	0,54745	0	0,4585	0,8431	1,3463	0,27515	0,45615	0,56865	0,89215	0	0,4472	0	0,5281
11229	6,914	677,7609	0	0	0,50775	0	0	0	0	0	0	0,5062	0	0	0,45475	0	0,44075	0,49955	0,5796	0,5904	0	0,3274	0,588	0,48315	0	0	0	0,6327	0	0	0,43475	0	0	0	0,5528	0,16105	0,5605	0	0	0	0	0	0	0	0	0,42405	0
11230	3,6733	677,9979	0,39985	0,5789	0,2854	0,8664	0	0	0	0,6103	0	0	0	0	0	0,4936	0,2858	0,23565	0	0,52355	0	0,37965	0	0	0	0,22485	0,286	0	0	0,6146	0,16425	0,24945	0,8671	0	0	0	0,20045	0,66715	0,3378	0,3345	0	0,11995	0,47615	0	0	0,3138	0,2303
11231	3,7855	677,9989	0	0	0	0	0	0	0	0	0,52555	0	0	0	0	0	0	0	0	0	0,41105	0	0,45985	0	0	0	0	0	0	0,6433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,6023	0,79475	0
11232	3,6832	678,0109	0,74875	0,88175	0	1,01795	1,44915	0,92295	0,7556	1,23375	1,43305	0,6197	0	0,7343	0	1,41805	0,5872	0,56225	0	0	0,76145	0,21495	0,58495	0,57095	1,57495	0,5093	1,4266	0	0	1,7197	0	1,08625	2,0781	0	0	0,56705	0,6022	1,67225	1,64475	0,78	1,54845	0,91055	0,8737	0,8197	1,70055	0,51205	0,66155
11233	3,8289	678,0122	0	0	0,84595	0	0	0	0	0	0	0,56745	0	0	0,9836	0	1,0579	0,99085	1,8855	1,0159	0,8235	0,7634	0,83525	0,9774	0	0	0	0,9605	0	0	0,90925	0	0	0	1,16385	0,8559	1,06245	0	0	0	0	0	0	0	0	1,19165	0
11234	6,0418	678,338	0	0	0,56265	0	0	0	0	0	0	0,08865	0	0	0	0	0	0,5537	0	0,63305	0	0,2442	0,35555	0	0	0	0	0	0	0	0,18555	0	0	0	0,1254	0,0779	0	0	0	0	0	0	0	0	0	0	0
11235	4,5204	678,3455	0	0,189	0	0	0	0	0,1171	0	0	0	0	0	0	0	0	0	0	0	0	0,4893	0	0	0,12035	0,4998	0,2093	0	0	0,9525	0	0	0	0	0	0	0	0	0,10575	0,0964	0,2226	0,2278	0,06425	0,1132	0,35335	0	0,09565
11236	4,6027	678,3521	0	0	0,22175	0	0	0	0	0	0	0,16845	0	0	0,2078	0	0	0	0	0,1818	0	0,46015	0	0,19525	0	0	0	0,2273	0	0	0,19625	0	0	0	0	0,16315	0	0	0	0	0	0	0	0	0	0,07185	0
11239	3,819	679,0133	0	0	0,48835	0	0	0	0	0	0	0,26905	0	0	0,438	0,66645	0,56755	0,47185	1,5074	0,6608	0,5285	0,59145	0,78475	0,7149	0	0	0	0,712	0	0,61625	0,68085	0	0	0	0,558	0,45315	0,6898	0	0,5539	0	0	0	0	0,51475	0	0,7391	0,505
11240	3,6712	679,0144	0,31105	0,7945	0,51385	0,1724	0,41595	0	1,09085	0,5267	0	0,33705	0	1,1128	0,16655	0,59725	0,307	0	0	0,56935	0,1562	0,2328	0	0,31745	0,38175	0	0,32625	0,2148	0	0,19825	0,07195	0,8503	0,84615	0	0,4155	0,2667	0,61325	0,593	1,2465	0,1803	0,79745	0,35015	1,12925	0,3525	0,75085	0,35155	0,23505
11241	1,1393	679,1944	0,54975	0,83455	0,71245	0,9035	0,8541	0,14315	0,81885	0,802	0,5962	0,47685	0,7602	0,8292	0,5933	0,87455	1,3244	1,01495	0	0,55795	0,716	0,61845	0,7415	1,2256	0,83255	0,3158	0,9189	0,5202	1,46445	0,33435	0,7789	0,4727	0,60805	0,5861	0,3768	0,74005	1,1239	0,5473	0,9108	1,0195	0,74025	0,42105	0,69885	0,4424	0,7275	0,54075	0,8386
11242	1,6832	679,2323	2,1543	0	0	0,63985	0	0	0,26785	0	0	0	0	3,43955	0	0	3,1157	0	0	0	0,17105	0	0	0	0	0	0	0	0	0	0,09155	1,33585	4,3161	0	0,0519	0,06255	0	0,19065	0	0	0,05905	0,1482	1,52505	0,2254	1,66185	0	0,05135
11243	4,9505	679,2781	0	0	0	1,415	0	0,62865	0	0,0833	0	1,31425	0	0,97165	1,4922	0	0	0	3,2155	1,3911	0	0	0	1,6302	0	0	0	1,83465	0	0	1,7146	1,61545	0	5,9249	1,8282	0	1,3818	0	1,29855	0	2,0057	0	1,4575	0	0	1,71345	0
11244	4,8985	679,2856	2,9533	3,1978	3,81435	2,98335	2,7661	3,41195	2,4329	3,2838	3,4732	2,97575	4,03125	2,83745	3,28575	3,4457	3,20695	3,01785	3,5361	3,66445	3,13035	3,33895	3,5901	3,2985	3,4165	1,8306	2,79445	3,40475	3,82645	3,37465	2,8509	2,51075	3,4133	5,6679	3,5985	3,25615	3,57455	3,91125	3,13325	3,26185	3,5793	3,304	3,2341	3,31265	2,86955	2,8489	3,3921
11245	4,9337	679,3022	0	0	0,4371	0	0	0,1186	0,0534	0	0	0,43185	0	0	0,28935	0	0,3251	0,2705	0	1,22045	0	0,62155	0,5247	0,10445	0	0	0,0461	0,24615	0	0	0,5704	0	0	0	0,4316	0,08485	0	0	0	0	0	0,06355	0,1446	0	0	0	0
11246	4,8499	679,3044	0,1453	1,54765	0,39985	0,13415	0,49575	0,82805	0	0,2664	0	0,516	0	0,09665	0	0,3787	0	0	0	0,63345	1,24585	0,4937	0,50605	0	0	0,8528	0,22075	0,53625	0,1399	0,4704	0,6926	0,06975	0,18695	0	0,26985	0	0	1,5541	0	0	0,90365	0	0	0,29675	0,4827	0,20085	0
11248	4,9568	680,2861	0	0	0,44705	0,5071	0	0	0	0	0,4585	0,5982	0,4399	0	0,5339	0,48315	0,5943	0,72995	0,952	0,4844	0	0,6213	0,7012	0,5116	0,65075	0	0	0,5506	0,8293	0,59945	0,4237	0,49345	0	1,5292	0,44565	0,60565	0,3847	0	0,50855	0,43715	0	0	0	0	0	0,45335	0,534
11249	4,8741	680,2876	0,3877	0,81715	0,40515	0,79895	0,8137	1,00045	0,85405	0,4413	0	0,3669	0,57875	1,1349	0	0,40515	0,31365	0,1464	0	0,4319	0	0,63215	0	0,3148	1,35835	0,71415	0,7591	0,4944	0,618	1,08305	0,3916	0,93265	0,8979	0	0,4373	0,52805	0,5101	1,1066	0,96885	0,75255	0,53515	0,599	1,07535	0,19495	0,4722	0,54045	0,1436
11250	4,9479	680,3005	0	0	0,51055	0	0	0,09405	0	0	0	0	0,32205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,39975	0	0	0,48705	0	0	0	0,3302	0	0	0	0	0	0	0	0	0	0	0	0
11251	3,6308	680,3345	0	0	0,06315	0	0	0	0	0	0	0,1238	0,1127	0	0	0	0,07515	0,3314	0	0,0991	0	0,1956	0,2135	0	0	0	0	0	0,07515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11253	3,9634	680,3403	0	0,71625	0,41665	0	0	0,27415	0	0,25835	0,1171	0	0	0	0	0,08475	0	0,1183	0	0	0,10635	0,14745	0	0	0,0599	0,2904	0	0	0	0,0505	0	0	0	0	0,05665	0	0	1,041	0	0	0,10265	0,12635	0	0,07995	0	0	0,19285
11254	3,8357	681,0769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0995	0,14475	1,0249	0,11975	0	0,05875	0	0,07445	0	0	0	0	0	0	0,17915	0	0	0	0	0,12975	0	0	0	0	0	0	0	0	0	0	0
11255	5,3351	681,2971	0	0	0	0	0	0	0,54005	0	0	0	0,54845	0	0	0,68565	0,5414	0	0,9986	0,455	0,5233	0	0,52555	0	0,6314	0	0	0	0	0	0	0	0	0,9352	0	0	0	0,51345	0	0	0	0	0,55035	0,5326	0	0	0
11256	7,2041	682,2151	0	0	2,062	0	0	0	0	0	0	0	0	0	4,6295	0	0	1,23985	0	4,184	0	10,98695	0,6569	0	0	0	0	1,6627	0	0	1,11225	0	0	0	5,47895	0	8,0301	0	0	0	0	0	0	0	0	0	0
11257	6,9106	682,2155	0	0	1,10405	0	0	0	0	0	0	1,5386	0	0	3,70625	0	0,5118	0,5763	0	1,62955	0	6,5503	0,24025	1,1454	0	0	0	0,85725	0	0	0,6199	0	0	0	2,95525	0,26705	3,88625	0	0	0	0	0	0	0	0	1,04285	0
11258	7,1322	682,2162	12,61535	1,3058	2,99035	5,7558	11,91495	1,6673	6,1176	1,8845	6,2834	4,93915	0	2,59415	9,93565	3,0661	3,12075	1,52815	0	7,2765	1,9713	18,38405	1,5423	3,995	3,03215	1,6175	9,80435	2,5856	0	2,2105	2,60805	2,5764	7,4481	0	9,63655	2,82885	13,4049	1,431	4,1979	2,26815	9,7061	7,6071	2,0838	2,15005	2,4533	3,2467	2,103
