ID	RT	Mass	R7S1	R7S2	R7S3	R7S4	R7S5	R7S6	R7S7	R7S8	R7S9	R7S10	R7S11	R7S12	R7S13	R7S14	R7S15	R8S1	R8S2	R8S3	R8S4	R8S5	R8S6	R8S7	R8S8	R8S9	R8S10	R8S11	R8S12	R8S13	R8S14	R8S15	R9S1	R9S2	R9S3	R9S4	R9S5	R9S6	R9S7	R9S8	R9S9	R9S10	R9S11	R9S12	R9S13	R9S14	R9S15
3695	2,3051	296,9543	0	0	0,1715	0	0	0	0	0	0	0,0703	0	0	0	0	0	0	2,0186	0,17155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,3396	0,084	0	0,14895	0,0583	0	0	0	0,18115	0	0
3696	4,352	297,0518	2,0377	4,3812	1,69845	3,8712	3,2469	3,7419	4,1757	4,09385	2,0275	1,2607	0,61545	4,1755	1,3013	1,708	1,60995	1,56475	0	1,87935	1,6058	1,54215	2,03115	1,62835	4,09955	2,60295	3,48655	1,5538	0,9077	1,8345	1,8313	3,36025	4,2045	0	2,0522	1,53195	1,8653	4,20905	4,87385	3,49925	4,18765	4,2667	3,92745	1,36025	3,8176	1,88335	3,7713
3697	4,4557	297,0527	2,12915	0	2,0846	0	0	0	0	0	1,96585	2,18045	0,92975	0	2,2709	2,31935	2,0574	2,2236	4,2965	2,3406	2,25	2,2564	2,1332	2,14655	0	0	0	1,9427	1,04545	2,3655	2,6058	0	0	2,1756	2,08405	2,28595	1,99455	0	0	0	0	0	0	2,35105	0	2,1798	2,13535
3698	1,1795	297,0529	0,9605	0,7878	0,7105	0,94845	0,6302	0,98935	0,9896	0,4248	0,6572	0,92315	0,86355	1,01835	0,1288	0,4921	1,00715	0,26825	0	0,86915	1,1801	0,1772	0,58925	0,87335	0,6004	0	1,23335	1,05355	0,149	1,40565	0,28385	0,27365	0,74765	1,191	0,815	1,03795	0,55115	0,6372	1,0032	0,5684	1,03075	0,4152	0,58	1,313	1,67375	1,3916	0,796
3699	10,0379	297,0765	1,2007	1,17625	0	0,71435	0,8197	0,68975	0,54695	1,07265	1,0477	0	0	0,65575	0,5211	0,7985	0	0,56425	0	0	0,5211	0	0	0,50525	0,52155	0,1491	0,57025	0	0	0,49935	0,5137	0,67905	0,71415	0	0,58415	0	0	0,63915	1,254	0,70005	0,64775	0,7539	0,59235	0,58795	0,6767	0,6542	0,47575
3700	1,121	297,0783	3,10015	3,0475	3,3277	3,1249	2,30895	2,82565	2,46415	2,38215	3,1013	3,0567	4,8726	3,35605	2,72765	2,83795	2,6415	3,31215	2,4246	2,84685	2,11365	2,80915	3,24535	2,47725	2,69105	2,12825	3,00505	3,1944	5,2761	3,22275	2,34605	2,86305	2,8429	5,9997	3,2852	3,07005	3,33715	3,2698	3,29785	3,5186	3,211	2,59645	2,44295	2,90905	2,61825	2,783	2,37205
3701	7,5618	297,0791	0	0	0	0	0	0	0	0	0	0	0	0	0,12265	0	0	0	2,1163	0	0	0,05825	0	0	0	0	0	0,07585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3702	4,8483	297,0997	0	0,9187	0	0,98155	0,41975	0,54815	0,6393	0,49785	0,2851	0	0	1,11915	0	0	0,49085	0,5096	0	0	0,3059	0	0,3663	0	1,26855	0,4601	0,60895	0	0	0,40305	0	0,46435	0	0	0,3695	0,494	0,5234	0,8699	0,813	0,667	0	0	1,2606	0,52405	0,37435	0,5314	0,7333
3703	6,428	297,1003	1,3887	1,636	1,64875	1,3643	0,8073	1,4561	1,5436	1,2344	1,54585	1,4419	0	1,5398	1,3851	1,6004	1,6364	1,55675	2,2734	1,77765	1,4803	1,5438	1,8373	1,41195	1,3554	0,91665	1,6064	2,0898	0	1,5085	1,60995	1,4073	1,59635	0	1,7333	1,8071	1,78735	1,64385	1,62325	1,49045	1,5356	1,6986	1,81075	1,4539	1,56545	0,99145	1,42205
3704	6,509	297,1013	0	0	1,09765	0	0	0	0	0	0	0,9477	0	0	0	0	0	0,94205	2,2756	0,84705	0	0,71555	1,09365	0	0	0	0	1,21695	0	0	0	0	0	0	0,92835	0,856	1,0066	0	0	0	0	0	0	0	0	0	0
3705	2,2181	297,1049	0	0	0	0	0	0	0	0	0	0,8439	0	0	1,4113	0	1,126	0	0	0	0	1,4499	0,18695	0,41655	0	0	0	0,5255	0	0	0,16005	0	0	0,9547	0	0	0,8492	0	0	0	0	0	0	0	0	0,82565	0
3706	2,1221	297,1085	0	0,3595	0	0	0,45275	0	0,30315	0,32885	0	0	0	0	0	0,43885	0	0	0	0	0	0	0	0,1085	0,38665	0	0,71095	0	0	1,00265	0,05915	0,17725	0	0	0	0	0	0,0365	0	0	1,0482	0	0	0	0	0	0
3707	5,6034	297,12	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5021	0	0	0	0	0,25075	0	0	0	0	0	0	0,8009	0	0	0	0,4905	0,48065	0	0,8706	0,49645	0,4516	0	0	0	0	0	0	0	0,508	0,79515	0
3708	5,8966	297,1239	1,5401	1,95495	1,5031	1,68645	1,64515	1,58265	1,2141	1,63985	1,52435	0,7486	0	1,43045	1,67185	1,92075	1,4877	1,3908	0	1,6533	1,62605	1,7647	2,1332	1,35085	1,61155	0,95085	1,40515	1,54305	0	1,3419	1,5358	1,2108	1,5099	0	1,4331	1,9821	1,70645	1,853	1,73825	1,65225	1,99755	1,376	1,5796	1,5936	1,51145	1,60445	1,5284
3709	5,5164	297,1358	0,60075	0	9,9227	0	0	0	0	0	0,52395	9,81865	7,3048	0,75485	9,8441	0	10,03145	9,4891	16,8985	9,87365	0	10,0207	9,9841	10,96305	0,7307	0	0	9,55725	9,5571	0	9,94655	0,7895	0	18,9642	9,9386	10,15935	10,95465	0	0,91815	0,61475	0	0,58655	1,0745	0	0,8075	10,88725	0,90685
3710	5,4106	297,1359	19,3403	20,23515	7,6279	17,0596	18,06725	16,5386	16,9919	18,66425	17,4455	6,30195	2,8646	19,9914	6,15965	18,12495	7,4044	6,88515	0	7,5718	17,07415	6,83255	9,1244	6,58785	17,3092	13,1369	16,2733	7,55875	7,0312	16,94365	7,8509	16,44825	20,26615	0	8,96825	17,7944	9,01375	19,0928	18,43395	15,3409	18,2188	17,30775	18,2902	17,2988	18,90025	7,5809	17,5833
3711	10,6962	297,1517	0,16725	0	0	0,30435	0	0	0	0	0	0	0	0	0	0,07175	0	0,054	0	0	0	0	0	0	0	0	0,37255	0,11855	0	1,2828	0	1,10095	0,5364	0	0	0	0	0	0	0	0	0,59165	0	0	0,0552	0	0,56905
3712	5,164	297,1575	0	0	0,6116	0	0	0	0	0	0	0,28605	0,08165	0	0,2955	0	0	0,4552	0	0,4571	0	0,52065	0,34675	0,3603	0	0	0	0,219	0	0	0,34595	0	0	0	0,53965	0	0,04905	0,04475	0	0	0,05995	0	0	0	0	0,13075	0
3713	10,348	297,1617	0	0	0,82715	0	0	0	0	0	0	0	0	0,021	0,03305	0	0,2533	0,20205	0,2645	0,5452	0	0,79505	0,6973	0	0	0	0	0	0	0	0	0	0,03775	0	0	0	0	0	0	0	0	0	0	0	0	0,04525	0
3715	9,7422	297,1815	4,9801	5,62725	0,88385	9,667	6,60925	4,60605	3,5796	7,61655	6,943	1,05725	35,8644	15,47225	5,3917	14,0989	14,0291	8,1394	0	0,99405	25,18915	10,26385	5,9926	5,22415	5,55895	4,48485	2,84785	9,85245	2,84205	17,9999	17,60295	13,49115	6,1043	21,5901	0	17,794	5,3104	4,89135	5,0004	5,8765	5,97115	5,95935	17,62475	19,75785	11,0855	18,06945	15,25415
3716	2,6263	298,0403	0,60295	0,7276	0	0	0,0469	0,33205	0,1493	0,6607	0	0,33965	0	0,88105	0	0	0	0	1,2607	0	0	0,3426	0	0	0	0,23075	0	0,6845	0	0	0	0,1498	0,655	0	0,2502	0	0	0,81045	0	0	0	0,4779	0,6488	0	0	0,4544	0,5626
3717	3,5591	298,0403	0,37	0,33165	0	0,46585	0,2379	1,4108	0,88615	0,63865	0	0	0	0,40145	0	0,2289	0	0	0	0	0	0,29425	0	0	0,30195	0	0,56475	0	0	0,54565	0	0,4889	0	0	0	0	0	0,47785	0,43205	0,41005	1,2562	0,66325	0,3346	0	0,6199	0,31995	0,11975
3718	3,7223	298,0432	0	0	0,42555	0	0	0	0	0	0	0	0	0	0,46905	0	0,1686	0,35125	0	0,1607	0,36675	0,48045	0,4218	0	0	0	0	0,3208	0	0	0,50775	0	0	0	0,4358	0	0	0	0	0	0	0	0	0	0	0,2939	0
3719	4,4001	298,0531	0	0	0,13135	0	0	0	0	0	0	0,42125	0,61915	0	0,2841	0	0,4054	0,5392	0	0	0	0	0,3918	0,2726	0	0	0	0	0,2856	0	0,45375	0	0	1,2949	0,347	0,4226	0	0	0	0	0	0	0	0	0	0,4595	0,46165
3721	5,4147	298,1396	3,7501	3,9804	3,3912	3,34125	3,2072	3,0556	3,1021	3,2562	3,56	2,6715	1,2788	3,8267	1,067	3,833	1,2061	3,2441	0	1,5541	3,06465	1,24505	3,6962	3,17115	3,4388	2,3134	3,12725	3,31855	3,07095	3,20295	1,5219	3,24275	3,79055	2,8279	1,7535	3,6858	1,7728	3,67085	4,06455	2,76595	3,70645	3,6727	3,64805	3,39905	3,9861	3,22675	3,15435
3722	5,5104	298,1398	0	0	1,8419	0	0	0	0	0	0	1,66135	1,28505	0	2,16745	0	2,1967	1,80105	3,16	1,58155	0	1,83065	1,79755	1,8705	0	0	0	1,9594	1,89885	0	1,94885	0	0	3,3097	2,00005	2,18755	2,2086	0	0	0	0	0	0	0	0	1,83845	0
3723	4,1723	298,1411	0,51695	0	1,0912	0	0	0	0	0	0	0,6033	0	0	0,77035	0	0	0,9384	2,8645	0,98435	0	0	0,33955	0,6815	0	0	0	0	0	0	0	0	0	0	1,0299	0	0	0	0	0	0	0	0	0	0	0	0,88335
3724	5,2448	298,1412	0	0	0,5162	0	0	0	0	0	0	0,45385	0	0	0,8129	0	0	0	0	0	0	0,61665	0	0	0	0	0	0	0	0	0	0	0	0	0	0,23575	0	0	0	0	0	0	0	0	0	0	0
3725	3,8659	298,1413	0	2,3904	1,0385	0	0	2,44515	1,33445	0	0	0	0	0	0,786	0	0	1,0116	0	1,168	0,8765	1,43895	0,537	0	0,76475	0	0,80405	0	0	0	0,9594	0	0	0	0,81385	0,47715	0	2,4929	0	0	0,8914	0,815	0	0,62415	0	0	0,75085
3726	4,0248	298,1422	0	0,5549	1,00045	0	0	1,2373	0	0	0,45785	0	0	0	1,05995	0	0	1,0964	0	1,59295	1,19005	3,00445	1,57605	0,78895	1,0652	0,89905	0,52665	0	0,0616	0,81015	2,02795	0,5983	0	0	0	0	0	0	0	0,65315	0,96205	0	1,26735	0,47655	0	0	0,7596
3727	4,5386	298,1447	0	0	0,5775	0	0	0	0	0,5645	0	0,6543	0	0	0,54165	0	0	0	0	0,6973	0	0	0	0,63665	0	0	0	0	1,50845	0	0,585	0	0	1,7325	0	0	0	0	0	0	0	0	0	0	0	0	0
3728	4,3947	298,1463	0,4606	0	0,70875	0,2619	0	0	0,53205	0	0	0,53855	0	0,2133	0	0	0	0	0	0,54665	0,46555	0	0	0	0	0,5571	0	0	0,76825	0,3424	0	0	0,38885	0	0	0,3602	0	0,4015	0,6816	0,33235	0,6495	0,4149	0,21425	0,36085	0	0	0
3729	4,6354	298,1474	0,5055	0	0	0,09685	0	0	0,3254	0,5795	0	0	0	0,1266	0	0	0	0	0	0	0	0	0	0	1,17635	0	0	0	0,8218	0	0	0	0	0	0	0	0	0,19265	0,34065	0,21255	0,45705	0	0	0	0	0	0
3730	4,7141	298,1484	0	0	0,30145	0	0	0	0	0	0	0,1507	0	0	0,5547	0	0	0,41465	0	0,1699	0	0	0	0	0	0	0	0	0	0	0,3668	0	0	1,1594	0	0,26755	0,1824	0	0	0	0	0	0	0	0	0,1435	0
3731	3,943	298,1509	0,55495	1,9478	0,7973	0	0	0,78445	0,47875	0,6482	1,89565	1,5737	0	0	0	0,84165	0	0	0	0,19995	1,1917	2,40645	0,5588	0	0,0203	1,7467	0,312	0,467	0	0	0	0	0	0	0,8337	0	0	0,56955	0	0	2,46575	0	0,5888	0,6999	0	0	1,10515
3732	4,0516	298,163	0	0	1,09735	0	0	0	0	0	0,4461	0	0	0	0,5521	0	0	0	0	0	0	0	0,89075	0	0	0,54005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,68245	0	0	1,3605
3733	10,5219	298,1656	2,3247	5,09965	0,2524	7,90645	2,89755	9,25335	1,6022	2,4749	4,36415	2,0828	2,66575	3,196	2,7653	4,86885	10,10535	1,44035	0	0,23815	18,84665	5,105	6,6893	0,40075	2,1892	3,07705	2,1279	3,8818	0	12,17135	7,73855	9,82105	0,5033	3,0714	0	2,3775	2,09595	10,1082	0,80915	5,08015	5,19395	1,13105	2,8978	4,8163	12,61455	17,0961	4,7731
3734	10,6024	298,1672	0	0	0,28205	0	0	0	0	0	0	1,44935	1,654	0	1,67935	0	5,96485	0,75285	0	0,1468	0	2,9901	3,65285	0,6158	0	0	0	2,2317	0	0	4,31215	0	0	3,0754	0,2268	3,0921	1,0932	0	0,0694	0	0	0	0	0	0	9,6644	0
3735	3,9331	298,1756	0	0	1,26945	0	0	0	0	0,6088	0	0,9512	0,19385	0	1,41245	0	0	1,51115	0,5234	1,8983	1,1022	1,40035	1,3164	0	0	0	0	0,70855	0,0809	0	1,5107	0	0	0	0,6708	0,5673	0	0,4838	0	0	0,8411	0,5462	0	0	0	0,4161	0
3736	3,7784	298,1757	0,6224	2,6196	1,7914	0,27395	0,60825	1,9629	0,741	2,11225	2,1034	0,79565	0,0805	0	0,91565	0	0	1,09915	0	1,4378	2,09355	1,85125	1,87	0	1,9257	1,6814	0,7778	0,5541	0	2,16095	2,0433	0	0	0	0,99345	0	0	2,3422	0,73725	1,0397	2,56865	1,6988	0	2,272	0,52405	0	1,9533
3737	3,6928	298,1761	0	0	0,7624	0	0	0	0	0	0	0,50855	0	0	0,4317	0	0	0,71575	0	0	0,74925	0,85785	0,5781	0,4215	0	0	0	0	0,1771	0	0,73565	0	0	0,1284	0,4419	0,24095	0,1253	0	0	0	0	0	0	0	0	0,21035	0
3738	3,5053	298,1768	0,48695	1,822	0,7804	0,1707	0,2439	1,52935	0,3269	0,67955	0,63845	0	0,0632	0,17205	0,5324	0,4359	0	0,58055	0	0,7672	0,6496	0,6851	0	0,3866	0	0	0,3648	0,2913	0	0,27535	0,55155	0	0,0751	0	0,6535	0,2632	0	2,0817	0,4389	0,3502	1,32935	0	0	0,5665	0	0	0
3739	4,533	298,1777	1,611	2,08365	1,1962	1,4476	1,8956	1,7025	2,1015	1,76215	2,15865	0,7615	0,04295	1,5232	0,7553	1,4774	0,50615	1,13675	0	1,1436	0,9685	1,20505	0,9363	0,7683	1,43365	1,6927	1,2891	0,83415	0	1,99705	1,0725	1,16225	1,4018	0	1,23035	0,5516	0,8793	2,34745	1,7207	1,10505	2,5021	2,2382	1,233	2,2136	0,65385	0,5914	1,9019
3740	4,6437	298,1778	0	0	1,30055	0	0	0	0	0	0,8616	1,2592	0	0	1,1687	0	0,75035	1,2927	0	1,4736	1,15225	1,64565	1,23605	0,95005	0	0	0	0,88005	0	0	1,15315	0	0	0	1,11195	0,927	1,0545	0	0	0	0	0	0	0	0	0,7897	0
3741	4,3282	298,1782	1,2754	1,729	1,27095	0	1,11935	1,6406	1,34175	2,3332	1,52715	0,5921	0	0	0,92515	1,47055	0	1,23205	0	1,19825	0,6909	1,2644	0,74065	0	2,16035	1,65815	1,28505	0	0	0,7383	0,89875	0,2825	0	0	1,0707	0	0	1,74395	1,4243	1,0307	2,66825	1,7502	0	1,3327	0	0	1,7388
3742	4,444	298,1793	0	0	1,8699	0	0	0	0	0	0	0,8844	0	0	1,3815	0	0	1,22	0	1,4205	0,57895	1,6694	0,72345	0,66535	0	0	0	0,65475	0,2618	0,8704	0,93325	0	0	0	1,23035	0,60345	0	0	0	0	0	0	0	0	0	0	0
3743	9,7462	298,1852	0,34985	0,48155	0	1,9426	0,5014	0,32775	0,431	1,4813	1,1437	0	6,4045	2,7056	0,55585	2,763	2,58155	1,4231	0	0	4,4121	1,782	1,1273	0,48355	1,23175	0,7037	0,17175	1,65285	0,4543	3,2233	3,17865	2,2947	0,5203	3,6076	0	3,1088	0,32425	0,41795	0,5693	0,43145	0,7142	0,61575	2,91915	3,6619	1,99435	2,98545	2,6905
3744	6,2334	299,0196	10,2563	9,7688	7,33825	11,0356	10,14955	9,94065	10,43415	10,4064	9,92565	9,06445	0	11,8342	7,9321	11,0108	10,26585	9,0767	9,603	8,19965	10,1017	5,8563	9,8035	9,21865	10,7953	6,3205	9,7723	9,3978	0	11,1027	5,20825	10,64355	11,84625	0	8,117	7,56305	9,4902	9,88125	12,0455	10,90095	10,43005	9,6505	12,21885	9,7995	11,3924	11,1102	10,054
3745	6,3091	299,0201	0	0	2,93595	0	0	0	0	0	0	5,0845	0	0	4,34135	0	5,46745	4,1093	9,5874	4,02055	0	2,2203	4,5171	4,48905	0	0	0	4,68465	0	0	3,9651	0	0	0	3,34805	2,9829	4,4672	0	0	0	0	0	0	0	0	5,77575	0
3746	8,4453	299,0204	1,4749	0,843	0,78355	1,3066	1,63835	1,5867	1,43595	0,77225	0,75635	0,6111	0	1,82915	0,14325	1,97005	0,93025	0,6706	0	0,63865	1,46295	0,2215	0,8056	0,7666	2,04655	0,73805	1,2548	0,60865	0	1,63605	0,6092	1,7169	1,64575	0	0,8249	0,6194	0,7668	0,6996	1,7232	0,71125	1,4214	1,6123	2,2514	1,27325	1,7541	0,8981	1,54015
3747	8,5119	299,0212	0	0	0,3396	0	0	0	0	0	0	0,79815	0	0	0,1525	0	1,068	0,5074	1,0047	0,37375	0	0,29715	0,73365	0,7894	0	0	0	0,78315	0	0	0,7446	0	0	0	0,46705	0,59055	0,59995	0	0	0	0	0	0	0	0	0,80015	0
3748	1,0983	299,0255	13,67675	15,3289	13,95185	13,42255	13,3997	13,774	14,87345	14,81225	14,07325	12,48235	9,07225	15,01145	12,8653	12,87235	13,425	12,36595	6,7172	13,55735	13,6566	13,1096	14,6831	13,41685	15,02535	13,2021	13,45565	12,65585	6,3636	13,81755	13,13675	12,2761	14,50095	4,659	13,5735	14,2684	14,77295	14,497	13,97315	13,0444	14,65525	14,74035	14,1702	12,60685	15,22105	12,45095	13,8501
3749	4,1247	299,0564	0,26805	0,4977	0	0	0	0	0	0,579	0	0	0	0,5683	0	0,7084	0	0,49505	0	0	0	0	0,9168	0	0	0,12995	0	0	0	0	0	0	0	0	0	0	0	0,5936	0	0,62415	0	0	0,58365	0,54085	0,9393	0,4869	0
3750	4,2056	299,0577	0	0	0,40255	0	0	0	0	0	0	0,35475	0	0	0	0	0,4604	0,49505	1,7284	0,1991	0	0	0,61315	0,31745	0	0	0	0,54275	0	0	0,45255	0	0	0	0,2827	0,51765	0,3548	0	0	0	0	0	0	0	0	0,47595	0
3751	3,4058	299,0775	18,11285	16,36085	8,418	15,9838	16,53175	16,2654	17,03625	16,9118	18,9552	6,61835	14,8193	16,56235	7,5797	17,94695	7,5386	7,58155	0,9338	9,23775	7,6438	7,91915	8,71055	7,6165	17,61925	12,54975	15,9921	7,96855	16,9183	18,3725	8,0301	14,44825	17,868	0	9,21105	7,73245	7,55065	17,59155	17,77975	16,5877	18,25695	16,9561	17,06565	17,34915	16,74335	7,78935	17,5441
3752	4,203	299,0779	2,5331	2,3953	0,611	2,1528	2,16955	1,9949	2,3127	2,3949	2,2328	0,5448	2,05085	2,0478	0,5691	2,4165	1,3812	0,8813	1,6918	1,0536	2,11245	0,89535	1,2711	0,8863	2,4215	1,1681	1,8774	1,51335	0,53865	1,9583	1,028	1,6451	2,2896	0	1,2602	0,78685	0,94175	2,1989	2,4997	2,08455	2,27275	1,91715	2,50415	2,3172	1,91845	0,87475	2,30425
3753	3,6217	299,078	0	0	9,68805	0	0	0	0	0	0	8,71475	18,52615	0	9,49265	0	8,6871	9,467	19,1164	8,98695	0	8,7389	8,3644	9,24955	0	0	0	8,7124	20,24775	0	9,3882	0	0	36,9785	10,0381	8,6298	9,0629	0	0	0	0	0	0	0	0	8,37645	0
3754	4,3305	299,0825	0,72825	0	1,43385	0,74745	1,14755	0	0	0,81275	0,57915	1,3047	1,3841	1,2594	1,9527	0	1,39145	1,3318	5,1722	2,2419	1,8075	1,45545	1,4892	1,34055	1,3891	0	0,6662	1,60905	0,899	0,4289	1,6976	0,8753	1,1218	2,4376	1,4168	1,5298	1,628	0	0	1,35865	1,36495	0	1,25265	0,7518	0,7489	2,1502	0
3755	3,9595	299,105	0,23495	0,20755	0,15395	0,13955	0,47715	0,16695	0	0,09165	0,283	0	0,91295	0,4458	0,1037	0,1396	0,20315	0,1564	0	0	0,18375	0,0743	0	0,18495	0	0	0,22765	0	2,42025	0,16205	0	0,28475	0,2702	0	0,09385	0	0,2099	0,0575	0,08865	0,1244	0,17405	0,44845	0,113	0,08175	0	0,30995	0,201
3756	4,1007	299,1053	0	0	0,1637	0	0	0	0	0	0	0,2162	1,57815	0	0,2888	0	0,2498	0	0	0,20015	0	0,55165	0,20555	0	0	0	0	0,1384	3,25865	0	0	0	0	6,6382	0,2882	0	0,33295	0	0	0	0	0,44845	0	0	0	0,19025	0
3757	3,4882	299,1229	0	10,33705	3,0549	0	1,86065	3,05825	1,00695	0	0,1757	0,698	0	2,3591	0,6589	0	0	1,3092	0	3,23565	0,8074	2,1495	6,31555	0,32325	0	0	0,3386	0,6362	2,69475	0	0	0	0,0978	0	2,7241	0,16555	0,41965	8,89785	0,47795	0	0,3829	1,3214	0,1842	5,87165	0	0	0
3758	3,6808	299,1242	0	0	4,18715	0	0	0	0	0	0	0,91665	0	0	0,9183	0	0	1,9948	0	5,02195	1,4453	3,341	6,3953	1,1204	0	0	0	1,03645	4,47255	0	0	0	0	0	4,1593	0	0,61985	0	0	0	0	0	0	8,2293	0	0	0
3759	1,1769	299,1248	0,17325	3,8811	2,8498	0	0,828	1,3359	0,45465	0	0,0726	0,7429	0	0,8571	0,1724	0	0	1,62595	0	3,38505	0,77335	1,86565	4,5804	0,1982	0	0,1669	0,27155	0,84835	0,84385	0,09085	0	0	0,27995	0	2,9252	0,33825	0,5339	3,35425	0,33215	0	0,38105	0,8109	0,36295	4,40975	0	0,05405	0
3761	10,5241	299,1694	0,1701	0,3715	0	1,4487	0,2717	1,6267	0	0,0494	0,32615	0	0	0,3214	0	0,5103	2,05625	0,1222	0	0	3,6389	0,46395	1,0732	0	0,21245	0,22805	0,23695	0	0,28545	2,166	1,4272	1,88385	0,12075	0	0,10425	0	0	1,6926	0	0,59395	0,3735	0,1249	0	0,94865	2,2034	2,88705	0,44515
3764	8,107	299,1862	0	0	0,52445	0	0	0	0	0	0	0,46925	0	0	0,29645	0	0,39705	0,5397	0	0	0	0,44515	0,43835	0	0	0	0	0,5389	10,72125	0	0,512	0	0	22,7917	0,2834	0,4875	0,45635	0	0	0	0	0	0	0	0	0,2833	0
3765	8,039	299,1863	0,4506	0,47825	0	0,48335	0,5353	0,46045	0,38315	0,43635	0,33625	0	21,52575	0,3471	0	0,422	0	0	0	0	0	0	0,31855	0	0,43855	0,07805	0,46805	0	20,85785	0,63705	0,47305	0,34555	0,5952	22,6677	0	0	0	0,4814	0,4911	0,44935	0,3752	0,33185	0,7102	0,5475	0,3922	0	0,23275
3766	9,0114	299,1866	1,7175	1,72625	1,67165	1,5163	1,3658	1,3997	1,5464	1,35245	1,20575	1,51675	1,6209	1,63555	1,79315	1,52285	1,3646	1,0368	1,4998	1,57415	1,68215	1,6668	1,50635	1,72205	1,6301	0,92315	1,34905	0,83835	0,7118	1,24645	0,5086	1,46935	1,7794	0	1,52775	0,76975	1,54485	1,3057	1,85385	1,70045	1,6343	1,3564	1,56355	0,9794	1,3656	1,4312	1,77515
3767	10,94	299,1972	15,5122	15,8904	2,02895	12,3086	33,8201	9,43745	5,1839	20,7764	14,9973	3,47125	57,9028	26,56405	2,3499	24,2572	4,579	14,9007	0	1,7034	25,195	11,9859	5,9887	10,79135	15,26615	11,03715	8,98145	7,61165	14,78865	5,62025	11,54915	12,14845	23,7673	0	0,90145	10,321	12,84325	10,18035	22,30915	12,5915	3,78785	22,78035	25,7474	35,94545	6,3697	5,40065	26,189
3768	11,023	299,1976	8,99145	0	2,87795	0	0	0	7,6219	0	0	5,57085	86,6921	0	3,9713	0	7,36255	21,47825	0	2,2943	0	18,51375	6,9355	16,05385	0	0	0	12,27945	20,21535	7,4352	13,79295	0	0,51465	31,4413	1,04075	15,24395	16,6603	0	0	0	5,0792	0	0	0	2,81045	7,1696	0
3769	6,2385	300,0239	4,0054	3,8746	1,58095	4,0842	3,93415	4,08225	4,40365	4,3052	4,0018	1,61795	0	4,4979	1,31585	4,24605	1,8671	1,90845	0	1,4521	3,88225	1,4571	2,2694	1,93365	4,104	2,56125	3,78995	2,06925	0	4,4147	1,9465	4,2982	4,45635	0	1,6524	1,96375	1,8913	4,1568	4,94765	4,02065	4,16975	3,94565	4,5506	4,08785	4,3378	2,14775	3,9784
3770	6,3235	300,0259	0	0	2,12755	0	0	0	0	0	0	2,4442	0	0	2,25395	0	2,81875	2,61045	5,0716	2,2366	0	1,6334	2,2776	2,36565	0	0	0	2,3818	0	0	2,4069	0	0	0	2,1819	2,19465	2,32195	0	0	0	0	0	0	0	0	2,26455	0
3771	1,1093	300,0287	0	1,7926	0,53895	0,8747	1,6283	0,7592	1,37655	0,64655	0,503	0,7101	1,5685	0,797	0,6678	0,4662	0,59065	1,2743	0	0,6868	0	1,42555	0,6181	1,2411	0	0,59405	0,6635	0,576	0	0,547	0,47345	0,5763	1,5192	0,4248	0	1,3456	1,6648	1,38755	1,0884	0,4982	1,6582	1,70545	0,4958	0	1,4684	0,97495	0
3772	1,09	300,0305	1,1542	1,3259	1,078	1,55365	1,5721	1,24265	1,21775	1,451	1,1987	1,3353	1,90725	1,56415	1,02005	1,33145	0,95985	1,2214	0	1,69425	1,17075	0,982	1,4009	1,1635	1,5421	1,24085	1,1033	1,5187	0,92085	1,27315	1,2457	1,1153	1,4606	0	1,15795	1,4666	1,88895	1,85745	1,2976	1,45295	1,5488	1,73745	1,0392	1,37375	1,43875	1,271	1,23415
3773	5,1314	300,0583	0	0	0	0	0	0	0	0	0	0,13015	0	0	0,73075	0	0	0	0	0	0	0,88985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,47515	0	0	0	0	0	0	0	0	0,15405	0
3774	4,346	300,0821	0	0	0	0	0	0	0	0	0	0,1047	0	0	0	0	0,2963	0,05955	0,9944	0	0	0	0	0	0	0	0	0	0,1223	0	0	0	0	0	0	0,196	0,2397	0	0	0	0	0	0	0	0	0	0
3775	3,4072	300,084	1,84085	2,2771	1,2135	2,64485	2,50175	2,4555	2,8684	2,8491	2,8808	0,78595	2,46095	2,0952	1,27335	3,1909	1,0431	1,021	0	1,19595	1,0228	1,21985	0,8576	1,13145	2,74435	1,90345	3,1354	1,03935	2,50805	3,22325	1,46445	2,7038	2,79765	0	1,44735	1,0584	1,1564	1,8442	2,72745	2,75975	2,81965	3,1318	2,95325	2,2042	2,4818	1,1266	3,01715
3776	3,6196	300,0842	0	0	1,54175	0	0	0	0	0	0	1,2198	3,1019	0	1,64335	0	1,09495	1,4104	2,7676	1,85015	0,751	1,50405	1,2036	1,177	0	0	0	1,42285	2,71985	0	1,3084	0	0	5,4849	1,65025	1,2402	1,8726	0	0	0	0	0	0	0	0	1,4211	0
